date,TQQQ,Daily,Weekly,Monthly
2015-08-26,4.738088919066885,4.831234354664335,4.958156619011078,5.6081425483685265
2015-08-27,5.10833346480256,5.2207634655639295,5.355261782292224,6.15696513225795
2015-08-28,5.104192771054502,5.2396588291563315,5.373613183681808,6.182129155363375
2015-08-31,4.914668368744756,5.017460050052367,5.1457337877663845,5.885450260586906
2015-09-01,4.46882041287422,4.617519710134808,4.7234593153353535,5.4163226632954355
2015-09-02,4.832333844366149,4.955726042690159,5.10123802660198,5.835991701407659
2015-09-03,4.752587875305865,4.8500242707395165,4.988526207134046,5.710799840827453
2015-09-04,4.593616632532743,4.727176377551986,4.85570659617534,5.563217530053417
2015-09-08,4.983538799458511,5.080531121081444,5.218668927577574,5.995145582185212
2015-09-09,4.810066113543261,4.9262891037960825,5.0675793446493715,5.815347780580111
2015-09-10,4.963859313091053,5.064445109774376,5.205714888273468,5.979763118273011
2015-09-11,5.044123179732738,5.1722450947773,5.311596485395037,6.105730110605348
2015-09-14,4.9990723074087136,5.117536069151946,5.25541348112781,6.042697547973675
2015-09-15,5.1735795450351905,5.299281446681204,5.443391403534365,6.253570375594613
2015-09-16,5.260055695750537,5.408896553599455,5.553915346355139,6.3775688594602
2015-09-17,5.274556206303983,5.367227925732761,5.512468867797349,6.331069428010605
2015-09-18,5.051373745872357,5.208781240586122,5.354051216420906,6.153338267803264
2015-09-21,5.094351473556307,5.261954899804569,5.408707859053885,6.214222673433797
2015-09-22,4.869617185557839,4.992872495484013,5.133998349596338,5.908359746565349
2015-09-23,4.877384716690176,4.976314627515945,5.116509299816576,5.888857924624183
2015-09-24,4.82093978671243,4.9176530100078395,5.054328431121793,5.81962543779923
2015-09-25,4.703913274226503,4.804729983989054,4.933678984400573,5.685293746944844
2015-09-28,4.29845666676185,4.399165489583117,4.517229979037658,5.1952621503805085
2015-09-29,4.234764590136321,4.334704917051219,4.446974671321025,5.112596494470117
2015-09-30,4.514906147772369,4.615638029974203,4.756247659365874,5.476519813352468
2015-10-01,4.578081570268074,4.69784914624858,4.843052200276796,5.574064465734352
2015-10-02,4.815762676075785,4.946063862333953,5.102118647481881,5.865123800037555
2015-10-05,5.0353198534376045,5.1193857707300525,5.280909088822361,6.0615236641505685
2015-10-06,4.963343280687021,5.044576538243884,5.205477355225093,5.978645752009996
2015-10-07,5.043088317158623,5.162746794544452,5.325808930249306,6.110855754710434
2015-10-08,5.104709114321443,5.237971552695663,5.401240663846575,6.193733666851006
2015-10-09,5.166847187339873,5.291318751316248,5.45422247673037,6.2519455337116465
2015-10-12,5.210343745193907,5.3477578663377425,5.5123991816662485,6.313117326005879
2015-10-13,5.108333464802569,5.223995470002498,5.385724098338126,6.179920681494244
2015-10-14,5.086583631561082,5.170747718882979,5.330362395253983,6.121708814633604
2015-10-15,5.335139653989535,5.476403267040687,5.650334272401315,6.458153672251883
2015-10-16,5.401422461973647,5.562054499641312,5.736660995854554,6.548924718882034
2015-10-19,5.498254388276761,5.636365730061009,5.813305037571535,6.626869421966621
2015-10-20,5.407118091917482,5.522589433771313,5.696980623988891,6.50846139640279
2015-10-21,5.320124976209415,5.427940713885984,5.598880643882658,6.408806220000162
2015-10-22,5.635478595574441,5.996120903405673,6.194569778239955,7.014604292075303
2015-10-23,6.1041075169058585,6.228247927561458,6.422561547904392,7.246465117706668
2015-10-26,6.122233310529113,6.246536340854153,6.441420537037767,7.264097834295589
2015-10-27,6.1621045853133385,6.311488140336633,6.508271443315423,7.327242910212216
2015-10-28,6.305024422554857,6.48112066739625,6.681665981473094,7.491025450870968
2015-10-29,6.28172338347232,6.431199224437969,6.631527801764852,7.443666643933497
2015-10-30,6.195763576023904,6.354633223053016,6.5542314413813125,7.370655149904897
2015-11-02,6.407036568123561,6.562998680051847,6.769141630785351,7.612335491599404
2015-11-03,6.4681410220194495,6.639517379877631,6.846415295823377,7.699234702019185
2015-11-04,6.470727401297516,6.627933424132833,6.834780917040283,7.68615109417584
2015-11-05,6.413768614955989,6.5677690428011255,6.77443667666575,7.618290111532555
2015-11-06,6.434998063712922,6.600291406944701,6.807255474062425,7.655196961742061
2015-11-09,6.227868873990263,6.389704973516303,6.590065722378063,7.417034528319339
2015-11-10,6.1838550402806165,6.348562284339766,6.546724928228852,7.369473699296856
2015-11-11,6.156408955369505,6.303380669563505,6.498870314430491,7.317020731196545
2015-11-12,5.977759780543395,6.113534152932834,6.29695406126619,7.095579629939509
2015-11-13,5.626158304286586,5.779655435757563,5.934549155979698,6.698101906983757
2015-11-16,5.860732957194572,6.002993406379987,6.163872543816191,6.974186413320081
2015-11-17,5.880927854240277,6.040575630680452,6.201479382424704,7.019541620965854
2015-11-18,6.218031306846792,6.369737099558761,6.5297118879420175,7.414802081274112
2015-11-19,6.227352219860436,6.401523018444292,6.5603769715331,7.451660516272465
2015-11-20,6.351110468315898,6.522097266892434,6.676014588853249,7.590981071632327
