date,Daily,Weekly,Monthly
2020-02-25,27.50992400821881,29.279972032650292,34.99460283312231
2020-02-26,27.472640320938847,29.234023143986246,34.94558649369046
2020-02-27,23.119048269853653,23.86374678137572,29.216801822593666
2020-02-28,23.708556076680914,24.682211360704063,30.089905368723393
2020-03-02,26.54592674270669,27.636106244095632,33.690977258575046
2020-03-03,24.654911628517006,25.807713191736877,31.461996511335514
2020-03-04,27.360991063887006,28.557966693248968,34.814810665267075
2020-03-05,25.075141953761225,26.387981645479474,32.16939758680674
2020-03-06,23.809606533866237,25.11358073952403,30.61578465879068
2020-03-09,19.1748079315457,20.22494939044019,24.72433494722463
2020-03-10,21.923884337502074,23.591836409292675,28.781880738606777
2020-03-11,19.334542419707915,20.68568129828316,25.27957805551903
2020-03-12,13.62187181472206,13.701605791413499,16.86283997642172
2020-03-13,17.589352306546793,19.908196203798145,24.34260531027223
2020-03-16,11.868077019772784,13.432672320940643,15.178424585394001
2020-03-17,13.642613084259533,16.086637396146152,18.934323880443134
2020-03-18,12.608655360906507,14.677602633403783,16.94025367902046
2020-03-19,12.96562790876924,15.19066482278253,17.666340820636215
2020-03-20,11.337237024784818,12.893202518873284,14.414965311489205
2020-03-23,11.412883677339345,12.979231205503735,14.580470468769265
2020-03-24,14.208300779638476,16.144254337827235,20.66945859386313
2020-03-25,13.71743523101203,15.661383645127287,19.74049416267827
2020-03-26,15.790824808462379,17.749660635108377,23.757998383750724
2020-03-27,14.126990450457004,16.220570108225214,20.816277684998667
2020-03-30,15.729891031725414,18.06101597998823,23.872784218638508
2020-03-31,15.318357551090184,17.62059487181088,23.14135820098146
2020-04-01,13.267384650526818,15.386341804779793,20.04296476068309
2020-04-02,14.275982334260364,16.598303540421117,21.723676022542783
2020-04-03,13.68920197937615,15.926420244004575,20.79192893042428
2020-04-06,16.456976557905428,19.14653060140459,25.31246266921931
2020-04-07,16.347840656824015,19.03379498238319,25.154199407160906
2020-04-08,17.435894330095532,20.16273899821722,26.739061087773955
2020-04-09,17.677002426543325,20.402500666840197,27.07564915215169
2020-04-13,18.319949005229816,21.14457885882463,27.96504410371935
2020-04-14,20.73059887433193,23.861812539248834,31.221700806076125
2020-04-15,20.025865832357226,23.129033572727863,30.343451154653422
